//Section   Type   Level   Dur   Skill   Luck   Option   Excellent
7	39	7	0	0	1	1	0	1	0	0	255	255	255	255	255
7	40	7	0	0	1	1	0	1	0	0	255	255	255	255	255
7	41	7	100	0	1	1	0	1	0	0	255	255	255	255	255
5	15	7	100	1	1	1	0	1	0	0	255	255	255	255	255
5	16	7	0	0	1	1	0	1	0	0	255	255	255	255	255
8	39	7	100	0	1	1	0	1	0	0	255	255	255	255	255
8	40	7	100	0	1	1	0	1	0	0	255	255	255	255	255
8	41	7	100	0	1	1	0	1	0	0	255	255	255	255	255
9	39	7	100	0	1	1	0	1	0	0	255	255	255	255	255
9	40	7	100	0	1	1	0	1	0	0	255	255	255	255	255
9	41	7	100	0	1	1	0	1	0	0	255	255	255	255	255
5	17	7	100	1	1	1	0	1	0	0	255	255	255	255	255
5	14	7	100	0	1	1	0	1	0	0	255	255	255	255	255
10	39	7	100	0	1	1	0	1	0	0	255	255	255	255	255
10	40	7	100	0	1	1	0	1	0	0	255	255	255	255	255
10	41	7	100	0	1	1	0	1	0	0	255	255	255	255	255
11	39	7	100	0	1	1	0	1	0	0	255	255	255	255	255
11	40	7	100	0	1	1	0	1	0	0	255	255	255	255	255
11	41	7	100	0	1	1	0	1	0	0	255	255	255	255	255
14	6	0	100	0	0	0	0	1	0	0	255	255	255	255	255
14	3	0	100	0	0	0	0	1	0	0	255	255	255	255	255
13	8	7	0	0	1	1	0	1	0	0	255	255	255	255	255
13	9	7	0	0	1	1	0	1	0	0	255	255	255	255	255
5	22	7	100	0	1	1	0	1	0	0	255	255	255	255	255
5	23	7	0	0	1	1	0	1	0	0	255	255	255	255	255
15	20	0	0	0	0	0	0	1	0	0	255	255	255	255	255
15	22	0	0	0	0	0	0	1	0	0	255	255	255	255	255
end
