//===================================================================================
// ----------------------------------------------------------------------------------
// Description: Lucky Spin (MAX 12)
// ----------------------------------------------------------------------------------
//===================================================================================

0
//===================================================================================
// 	Type	Index		Ticket Comment
//===================================================================================
	14	54 		//Chaos Card
end

1
//====================================================================================================================================
// ItemType		ItemIndex		Level		Skill   	Luck		Option  	Exc   		Time
//====================================================================================================================================
	12		15			0		0		0		0		1 	 	0
	14		11			8		0		0		0		0  	 	0
	14		22			0		0		0		0		0  	 	0
	14		11			9		0		0		0		0  	 	0
	14		13			0		0		0		0		0  	 	0
	14		11			10		0		0		0		0  	 	0
	14		14			0		0		0		0		0  	 	0
	14		11			11		0		0		0		0  	 	0
	14		16			0		0		0		0		0  	 	0
	14		11			12		0		0		0		0  	 	0
	13		37			0		0		0		0		0  	 	0
	14		169			0		0		0		0		0  	 	0
end
